Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Variant Image,Status,Collection
rajwadi-garam-masala,,,,,,Pack Size,200g,Pack Type,Pouch,200,shopify,100,deny,manual,128,TRUE,TRUE,,,,,
rajwadi-garam-masala,,,,,,Pack Size,500g,Pack Type,Pouch,500,shopify,100,deny,manual,315,TRUE,TRUE,,,,,
red-label-compound-hing,Red Label Compound Hing,Dhanhar Vishesh,Compound Hing Powder (Asafoetida),"asafoetida-hing, compound-hing-powder-asafoetida, hing-ka-tadka, jain-friendly, pouch",TRUE,Pack Size,500g,Pack Type,Pouch,500,shopify,100,deny,manual,195,TRUE,TRUE,,,,active,Compound Hing Powder (Asafoetida)
rock-salt,Rock Salt,Dhanhar Vishesh,Fasting Products,"fasting-products, jain-friendly, pouch, upwas-products, vrat-ki-thali",TRUE,Pack Size,1kg,Pack Type,Pouch,1000,shopify,100,deny,manual,85,TRUE,TRUE,,,,active,Fasting Products
sahi-paneer-masala,Shahi Paneer Masala,Dhanhar Vishesh,Premium Blended Spices,"box, jain-friendly, premium-blended-spices, rozmarra-rasoi",TRUE,Pack Size,50g,Pack Type,Box,50,shopify,100,deny,manual,42,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_149_800x800.png,Shahi Paneer Masala 50g Box front,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_149_800x800.png,active,Premium Blended Spices
sahi-paneer-masala,,,,,,Pack Size,100g,Pack Type,Box,100,shopify,100,deny,manual,83,TRUE,TRUE,,,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_149_800x800.png,,
sahi-paneer-masala,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_150_800x800.png,Shahi Paneer Masala box back,,,
shingoda-atta,Shingoda Atta,Dhanhar Vishesh,Fasting Products,"fasting-products, jain-friendly, pouch, upwas-products, vrat-ki-thali",TRUE,Pack Size,100g,Pack Type,Pouch,100,shopify,100,deny,manual,42,TRUE,TRUE,,,,active,Fasting Products
shingoda-atta,,,,,,Pack Size,500g,Pack Type,Pouch,500,shopify,100,deny,manual,205,TRUE,TRUE,,,,,
special-garam-masala,Special Garam Masala,Dhanhar Vishesh,Garam Masala,"garam-masala, jain-friendly, pouch",TRUE,Pack Size,1kg,Pack Type,Pouch,1000,shopify,100,deny,manual,420,TRUE,TRUE,,,,active,Garam Masala
super-compound-hing-powder,Super compound Hing Powder,Dhanhar Vishesh,Compound Hing Powder (Asafoetida),"compound-hing-powder-asafoetida, jain-friendly, jar",TRUE,Pack Size,50g,Pack Type,Jar,50,shopify,100,deny,manual,49,TRUE,TRUE,,,,active,Compound Hing Powder (Asafoetida)
super-compound-hing-powder,,,,,,Pack Size,100g,Pack Type,Jar,100,shopify,100,deny,manual,98,TRUE,TRUE,,,,,
super-compound-hing-powder,,,,,,Pack Size,200g,Pack Type,Jar,200,shopify,100,deny,manual,196,TRUE,TRUE,,,,,
super-compound-hing-powder,,,,,,Pack Size,500g,Pack Type,Jar,500,shopify,100,deny,manual,490,TRUE,TRUE,,,,,
super-garam-masala,Super Garam Masala,Dhanhar Vishesh,Garam Masala,"garam-masala, jain-friendly, pouch",TRUE,Pack Size,1kg,Pack Type,Pouch,1000,shopify,100,deny,manual,310,TRUE,TRUE,,,,active,Garam Masala
surti-garam-masala,Surti Garam Masala,Dhanhar Vishesh,Garam Masala,"garam-masala, jain-friendly, pouch",TRUE,Pack Size,1kg,Pack Type,Pouch,1000,shopify,100,deny,manual,360,TRUE,TRUE,,,,active,Garam Masala
tandoori-chicken-masala,Tandoori Chicken Masala,Dhanhar Vishesh,Premium Blended Spices,"box, premium-blended-spices",TRUE,Pack Size,50g,Pack Type,Box,50,shopify,100,deny,manual,42,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_151_800x800.png,Tandoori Chicken Masala 50g Box front,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_151_800x800.png,active,Premium Blended Spices
tandoori-chicken-masala,,,,,,Pack Size,100g,Pack Type,Box,100,shopify,100,deny,manual,83,TRUE,TRUE,,,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_151_800x800.png,,
tandoori-chicken-masala,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_152_800x800.png,Tandoori Chicken Masala box back,,,
turmeric-powder,Turmeric Powder,Dhanhar Vishesh,Essential Powder Products,"essential-powder-products, jain-friendly, pouch",TRUE,Pack Size,100g,Pack Type,Pouch,100,shopify,100,deny,manual,59,TRUE,TRUE,,,,active,Essential Powder Products
turmeric-powder,,,,,,Pack Size,200g,Pack Type,Pouch,200,shopify,100,deny,manual,115,TRUE,TRUE,,,,,
turmeric-powder,,,,,,Pack Size,500g,Pack Type,Pouch,500,shopify,100,deny,manual,278,TRUE,TRUE,,,,,
turmeric-powder,,,,,,Pack Size,1kg,Pack Type,Pouch,1000,shopify,100,deny,manual,550,TRUE,TRUE,,,,,
undiyu-masala,Undiyu Masala,Dhanhar Vishesh,Premium Blended Spices,"box, jain-friendly, premium-blended-spices, rozmarra-rasoi",TRUE,Pack Size,50g,Pack Type,Box,50,shopify,100,deny,manual,39,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_153_800x800.png,Undiyu Masala 50g Box front,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_153_800x800.png,active,Premium Blended Spices
undiyu-masala,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/6762/5841/files/Untitled_design_-_154_800x800.png,Undiyu Masala box back,,,
